-1.7912,-3.0527
-1.1897,0.7884
-0.1991,-4.441
0.3697,6.8301
-1.7481,-0.3049
1.5577,2.0035
-0.5422,-0.5755
0.7449,-7.2888
0.0829,-3.3252
0.1755,5.4765
-1.0736,3.3704
-0.5361,-4.4285
1.3727,-5.2536
-0.3734,-1.5789
-0.8139,-1.0747
-0.4881,1.579
0.1245,-6.7482
0.5423,-0.0188
-1.1217,-5.3443
-0.4172,-1.0665
0.792,3.5524
-2.8853,-3.4746
-0.2794,4.5994
-1.3553,-0.0684
0.0121,1.5571
-0.9626,3.2581
-0.3611,2.5869
-0.7476,-1.4375
-0.2473,-1.008
0.3203,4.8219
-1.1599,5.2914
3.4951,4.84
1.9145,8.9855
1.5823,-4.4276
0.9045,2.0359
0.9264,-0.2061
-0.0931,-0.7348
0.1516,-0.4048
-0.6751,3.0084
-0.3581,-4.2795
0.0605,5.8945
0.401,5.1714
-1.666,1.9063
1.8392,-0.0926
1.5051,1.1322
-0.053,-0.5567
0.7826,-6.6383
-0.3276,-1.1574
-0.1725,1.529
0.9587,1.7929
0.3862,4.4089
-0.0546,-3.4583
-0.6769,-6.8869
1.4281,4.2156
-1.1306,3.236
-0.8497,-0.1155
-0.8663,-2.6424
1.155,2.437
-1.1961,1.6025
1.447,0.412
0.416,1.4652
0.0951,-4.9882
1.5212,-5.478
0.2255,0.4595
-0.3103,2.9735
-1.2887,-0.3523
1.5723,-1.1362
0.6942,-2.5
-0.2723,0.1489
0.2857,4.7434
0.3257,-5.8909
0.4417,-1.0299
0.2482,-1.9745
1.4743,6.9044
-0.7226,-1.8716
-1.0944,0.2681
-0.5672,-0.6377
-0.1194,-2.7905
-0.5886,3.2006
-0.0225,2.559
-0.8864,0.1732
0.5878,1.7924
-2.2916,5.6544
0.5375,1.6046
-0.1952,2.349
-0.7059,0.0984
0.7773,2.3246
-0.4643,-1.5765
0.7622,1.685
-1.3491,3.0544
0.2606,-2.2716
-1.2668,2.4882
0.2713,-1.0546
-0.1112,-3.484
-2.3303,-4.9224
-0.3317,7.8398
-0.9354,-1.2022
-1.7082,-1.7045
0.3781,-1.6581
-1.2685,-0.0332
9.6496,8.683
11.4319,9.5921
17.0361,10.0648
15.1065,10.7561
11.8544,10.6124
8.6697,10.4957
13.9648,11.1729
8.2159,8.2896
12.9626,11.1118
8.7039,9.8652
5.5607,11.0415
8.981,11.3107
15.6014,11.4305
8.5009,9.3545
5.8296,8.7128
10.5327,9.7309
11.3258,8.2075
0.546,9.7808
10.397,10.6023
14.7111,9.2088
11.4178,10.0948
5.5683,10.6037
5.6979,11.0968
8.1647,9.6888
13.6109,10.7974
13.8119,7.3368
10.3702,11.5184
10.5213,9.4267
9.6653,8.6468
13.1801,10.626
8.4198,10.5183
10.0508,8.3931
9.6484,9.7631
9.9884,9.0598
7.0334,9.936
12.8825,9.2362
8.2244,9.3404
11.538,8.9541
3.5297,10.4306
9.52,11.3284
9.4178,10.381
6.9864,6.7485
16.6102,11.0106
7.4659,10.4242
12.394,11.0359
12.6937,9.758
9.86,10.2483
11.3077,10.0605
11.9597,11.1877
7.4141,9.0874
9.8204,9.9392
9.4812,12.3625
8.7284,8.5443
13.092,9.1073
13.7989,11.5787
11.1138,10.4201
14.2892,10.0677
6.8104,10.7671
5.2023,9.899
11.907,9.0918
15.0567,9.1249
14.8891,11.8028
11.5405,10.5054
12.5402,9.8732
12.1597,10.2758
8.3327,9.3159
8.9357,11.5429
14.631,9.6586
9.8119,10.0412
7.7585,9.496
9.4286,10.009
5.9332,10.6717
12.6354,9.7771
14.7619,8.0954
7.3471,10.2677
8.1073,9.5665
13.6608,9.9599
7.9904,10.0505
12.0857,10.3696
10.1546,11.4007
9.9891,9.8537
14.9733,9.5386
12.3357,10.5671
10.8273,9.8908
12.6836,10.4348
13.8376,9.7604
11.7382,8.2732
8.4681,9.0051
14.0632,9.9996
3.9342,10.0549
15.2686,10.0974
13.4491,7.0957
12.6327,9.327
14.7688,10.645
12.4831,10.4546
9.1406,10.0788
5.4935,9.6085
5.0809,9.2292
14.5644,10.6636
10.3987,9.7888
10.4003,2.1516
9.492,0.581
8.2065,0.3039
13.2571,-1.6928
11.363,-0.6065
8.6896,-2.1699
7.8541,-0.0048
8.5239,2.9784
10.2674,1.4095
11.2423,-1.2986
10.5647,-2.5114
8.4876,-1.1068
7.092,-4.3329
12.5171,2.867
11.3435,-2.4152
11.5514,-2.3309
8.8114,-0.9399
11.5433,1.9458
10.8158,-1.2154
10.243,0.5691
8.1113,0.0877
8.3034,-3.9356
12.5102,-1.354
11.8443,-0.7999
9.1216,-1.1041
9.7433,-0.0643
10.1,-1.3005
14.3003,0.38
9.0786,0.8419
10.4875,-0.2513
8.8526,2.0886
10.0779,-0.6975
10.0105,3.0293
11.5417,-0.4348
10.7396,2.1613
10.4514,-1.3233
8.9915,-1.8703
10.4337,-2.7793
7.4768,3.3933
13.0951,-0.11
14.94,2.9273
13.0249,1.2226
8.6317,-3.8242
7.8792,-1.6334
12.1818,0.1077
9.6972,0.5578
9.4274,2.5711
9.8394,-3.3389
10.4571,1.2008
6.3175,0.8224
10.849,1.4989
9.6348,-2.5583
10.0725,-0.2385
11.2869,-2.5604
10.1243,1.1555
9.3564,-0.5544
13.0462,-1.9785
10.7083,2.5545
9.0789,0.9174
9.6291,0.2651
7.339,1.9379
9.2361,0.4807
8.2657,-1.9759
8.2309,-0.3825
9.336,0.2329
9.8848,0.8923
8.4658,-3.7897
10.4793,-3.2823
13.5781,0.0814
10.1133,-1.4032
8.1193,0.9703
13.5636,0.365
10.6648,1.3534
6.3804,-4.9644
10.4332,-1.0562
9.8731,-0.8089
8.6324,-2.0203
11.3257,0.2219
11.056,-0.4184
10.8234,-3.7914
8.2034,-0.2072
10.8276,-2.0908
10.5963,0.0942
9.6662,-0.1679
12.2602,2.1572
10.834,0.3184
10.8334,-0.4346
10.3587,1.7675
12.2525,-0.052
8.7373,-1.8729
11.1956,3.1735
8.7451,-0.582
9.2506,-0.2404
8.6593,-1.0132
11.6949,-0.5483
8.614,-3.1133
7.7606,1.2015
9.0202,0.7304
11.3877,-1.9243
9.6062,-0.2685
